date,state,deaths,cases
2020-01-23,Delaware,0,0
2020-01-23,Diamond Princess,0,0
2020-01-23,District of Columbia,0,0
2020-01-23,Florida,0,0
2020-01-23,Georgia,0,0
2020-01-23,Grand Princess,0,0
2020-01-23,Guam,0,0
2020-01-23,Hawaii,0,0
2020-01-23,Idaho,0,0
2020-01-23,Illinois,0,0
2020-01-23,Indiana,0,0
2020-01-23,Iowa,0,0
2020-01-23,Kansas,0,0
2020-01-23,Kentucky,0,0
2020-01-23,Louisiana,0,0
2020-01-23,Maine,0,0
2020-01-23,Maryland,0,0
2020-01-23,Massachusetts,0,0
2020-01-23,Michigan,0,0
2020-01-23,Minnesota,0,0
2020-01-23,Mississippi,0,0
2020-01-23,Missouri,0,0
2020-01-23,Montana,0,0
2020-01-23,Nebraska,0,0
2020-01-23,Nevada,0,0
2020-01-23,New Hampshire,0,0
2020-01-23,New Jersey,0,0
2020-01-23,New Mexico,0,0
2020-01-23,New York,0,0
2020-01-23,North Carolina,0,0
2020-01-23,North Dakota,0,0
2020-01-23,Northern Mariana Islands,0,0
2020-01-23,Ohio,0,0
2020-01-23,Oklahoma,0,0
2020-01-23,Oregon,0,0
2020-01-23,Pennsylvania,0,0
2020-01-23,Puerto Rico,0,0
2020-01-23,Rhode Island,0,0
2020-01-23,South Carolina,0,0
2020-01-23,South Dakota,0,0
2020-01-23,Tennessee,0,0
2020-01-23,Texas,0,0
2020-01-23,Utah,0,0
2020-01-23,Vermont,0,0
2020-01-23,Virgin Islands,0,0
2020-01-23,Virginia,0,0
2020-01-23,Washington,0,1
2020-01-23,West Virginia,0,0
2020-01-23,Wisconsin,0,0
2020-01-23,Wyoming,0,0
2020-01-24,Alabama,0,0
2020-01-24,Alaska,0,0
2020-01-24,American Samoa,0,0
2020-01-24,Arizona,0,0
2020-01-24,Arkansas,0,0
2020-01-24,California,0,0
2020-01-24,Colorado,0,0
2020-01-24,Connecticut,0,0
2020-01-24,Delaware,0,0
2020-01-24,Diamond Princess,0,0
2020-01-24,District of Columbia,0,0
2020-01-24,Florida,0,0
2020-01-24,Georgia,0,0
2020-01-24,Grand Princess,0,0
2020-01-24,Guam,0,0
2020-01-24,Hawaii,0,0
2020-01-24,Idaho,0,0
2020-01-24,Illinois,0,1
2020-01-24,Indiana,0,0
2020-01-24,Iowa,0,0
2020-01-24,Kansas,0,0
2020-01-24,Kentucky,0,0
2020-01-24,Louisiana,0,0
2020-01-24,Maine,0,0
2020-01-24,Maryland,0,0
2020-01-24,Massachusetts,0,0
2020-01-24,Michigan,0,0
2020-01-24,Minnesota,0,0
2020-01-24,Mississippi,0,0
2020-01-24,Missouri,0,0
2020-01-24,Montana,0,0
2020-01-24,Nebraska,0,0
2020-01-24,Nevada,0,0
2020-01-24,New Hampshire,0,0
2020-01-24,New Jersey,0,0
2020-01-24,New Mexico,0,0
2020-01-24,New York,0,0
2020-01-24,North Carolina,0,0
2020-01-24,North Dakota,0,0
2020-01-24,Northern Mariana Islands,0,0
2020-01-24,Ohio,0,0
2020-01-24,Oklahoma,0,0
2020-01-24,Oregon,0,0
2020-01-24,Pennsylvania,0,0
2020-01-24,Puerto Rico,0,0
2020-01-24,Rhode Island,0,0
2020-01-24,South Carolina,0,0
2020-01-24,South Dakota,0,0
2020-01-24,Tennessee,0,0
2020-01-24,Texas,0,0
2020-01-24,Utah,0,0
2020-01-24,Vermont,0,0
2020-01-24,Virgin Islands,0,0
2020-01-24,Virginia,0,0
2020-01-24,Washington,0,1
2020-01-24,West Virginia,0,0
2020-01-24,Wisconsin,0,0
2020-01-24,Wyoming,0,0
2020-01-25,Alabama,0,0
2020-01-25,Alaska,0,0
2020-01-25,American Samoa,0,0
2020-01-25,Arizona,0,0
2020-01-25,Arkansas,0,0
2020-01-25,California,0,0
2020-01-25,Colorado,0,0
2020-01-25,Connecticut,0,0
2020-01-25,Delaware,0,0
2020-01-25,Diamond Princess,0,0
2020-01-25,District of Columbia,0,0
2020-01-25,Florida,0,0
2020-01-25,Georgia,0,0
2020-01-25,Grand Princess,0,0
2020-01-25,Guam,0,0
2020-01-25,Hawaii,0,0
2020-01-25,Idaho,0,0
2020-01-25,Illinois,0,1
2020-01-25,Indiana,0,0
2020-01-25,Iowa,0,0
2020-01-25,Kansas,0,0
2020-01-25,Kentucky,0,0
2020-01-25,Louisiana,0,0
2020-01-25,Maine,0,0
2020-01-25,Maryland,0,0
2020-01-25,Massachusetts,0,0
2020-01-25,Michigan,0,0
2020-01-25,Minnesota,0,0
2020-01-25,Mississippi,0,0
2020-01-25,Missouri,0,0
2020-01-25,Montana,0,0
2020-01-25,Nebraska,0,0
2020-01-25,Nevada,0,0
2020-01-25,New Hampshire,0,0
2020-01-25,New Jersey,0,0
2020-01-25,New Mexico,0,0
2020-01-25,New York,0,0
2020-01-25,North Carolina,0,0
2020-01-25,North Dakota,0,0
2020-01-25,Northern Mariana Islands,0,0
2020-01-25,Ohio,0,0
2020-01-25,Oklahoma,0,0
2020-01-25,Oregon,0,0
2020-01-25,Pennsylvania,0,0
2020-01-25,Puerto Rico,0,0
2020-01-25,Rhode Island,0,0
2020-01-25,South Carolina,0,0
2020-01-25,South Dakota,0,0
2020-01-25,Tennessee,0,0
2020-01-25,Texas,0,0
2020-01-25,Utah,0,0
2020-01-25,Vermont,0,0
2020-01-25,Virgin Islands,0,0
2020-01-25,Virginia,0,0
2020-01-25,Washington,0,1
2020-01-25,West Virginia,0,0
2020-01-25,Wisconsin,0,0
2020-01-25,Wyoming,0,0
2020-01-26,Alabama,0,0
2020-01-26,Alaska,0,0
2020-01-26,American Samoa,0,0
2020-01-26,Arizona,0,1
2020-01-26,Arkansas,0,0
2020-01-26,California,0,2
2020-01-26,Colorado,0,0
2020-01-26,Connecticut,0,0
2020-01-26,Delaware,0,0
2020-01-26,Diamond Princess,0,0
2020-01-26,District of Columbia,0,0
2020-01-26,Florida,0,0
2020-01-26,Georgia,0,0
2020-01-26,Grand Princess,0,0
2020-01-26,Guam,0,0
2020-01-26,Hawaii,0,0
2020-01-26,Idaho,0,0
2020-01-26,Illinois,0,1
2020-01-26,Indiana,0,0
2020-01-26,Iowa,0,0
2020-01-26,Kansas,0,0
2020-01-26,Kentucky,0,0
2020-01-26,Louisiana,0,0
2020-01-26,Maine,0,0
2020-01-26,Maryland,0,0
2020-01-26,Massachusetts,0,0
2020-01-26,Michigan,0,0
2020-01-26,Minnesota,0,0
2020-01-26,Mississippi,0,0
2020-01-26,Missouri,0,0
2020-01-26,Montana,0,0
2020-01-26,Nebraska,0,0
2020-01-26,Nevada,0,0
2020-01-26,New Hampshire,0,0
2020-01-26,New Jersey,0,0
2020-01-26,New Mexico,0,0
2020-01-26,New York,0,0
2020-01-26,North Carolina,0,0
2020-01-26,North Dakota,0,0
2020-01-26,Northern Mariana Islands,0,0
2020-01-26,Ohio,0,0
2020-01-26,Oklahoma,0,0
2020-01-26,Oregon,0,0
2020-01-26,Pennsylvania,0,0
2020-01-26,Puerto Rico,0,0
2020-01-26,Rhode Island,0,0
2020-01-26,South Carolina,0,0
2020-01-26,South Dakota,0,0
2020-01-26,Tennessee,0,0
2020-01-26,Texas,0,0
2020-01-26,Utah,0,0
2020-01-26,Vermont,0,0
2020-01-26,Virgin Islands,0,0
2020-01-26,Virginia,0,0
2020-01-26,Washington,0,1
2020-01-26,West Virginia,0,0
2020-01-26,Wisconsin,0,0
2020-01-26,Wyoming,0,0
2020-01-27,Alabama,0,0
2020-01-27,Alaska,0,0
2020-01-27,American Samoa,0,0
2020-01-27,Arizona,0,1
2020-01-27,Arkansas,0,0
2020-01-27,California,0,2
2020-01-27,Colorado,0,0
2020-01-27,Connecticut,0,0
2020-01-27,Delaware,0,0
2020-01-27,Diamond Princess,0,0
2020-01-27,District of Columbia,0,0
2020-01-27,Florida,0,0
2020-01-27,Georgia,0,0
2020-01-27,Grand Princess,0,0
2020-01-27,Guam,0,0
2020-01-27,Hawaii,0,0
2020-01-27,Idaho,0,0
2020-01-27,Illinois,0,1
2020-01-27,Indiana,0,0
2020-01-27,Iowa,0,0
2020-01-27,Kansas,0,0
2020-01-27,Kentucky,0,0
2020-01-27,Louisiana,0,0
2020-01-27,Maine,0,0
2020-01-27,Maryland,0,0
2020-01-27,Massachusetts,0,0
2020-01-27,Michigan,0,0
2020-01-27,Minnesota,0,0
2020-01-27,Mississippi,0,0
2020-01-27,Missouri,0,0
2020-01-27,Montana,0,0
2020-01-27,Nebraska,0,0
2020-01-27,Nevada,0,0
2020-01-27,New Hampshire,0,0
2020-01-27,New Jersey,0,0
2020-01-27,New Mexico,0,0
2020-01-27,New York,0,0
2020-01-27,North Carolina,0,0
2020-01-27,North Dakota,0,0
2020-01-27,Northern Mariana Islands,0,0
2020-01-27,Ohio,0,0
2020-01-27,Oklahoma,0,0
2020-01-27,Oregon,0,0
2020-01-27,Pennsylvania,0,0
2020-01-27,Puerto Rico,0,0
2020-01-27,Rhode Island,0,0
2020-01-27,South Carolina,0,0
2020-01-27,South Dakota,0,0
2020-01-27,Tennessee,0,0
2020-01-27,Texas,0,0
2020-01-27,Utah,0,0
2020-01-27,Vermont,0,0
2020-01-27,Virgin Islands,0,0
2020-01-27,Virginia,0,0
2020-01-27,Washington,0,1
2020-01-27,West Virginia,0,0
2020-01-27,Wisconsin,0,0
2020-01-27,Wyoming,0,0
2020-01-28,Alabama,0,0
2020-01-28,Alaska,0,0
2020-01-28,American Samoa,0,0
2020-01-28,Arizona,0,1
2020-01-28,Arkansas,0,0
2020-01-28,California,0,2
2020-01-28,Colorado,0,0
2020-01-28,Connecticut,0,0
2020-01-28,Delaware,0,0
2020-01-28,Diamond Princess,0,0
2020-01-28,District of Columbia,0,0
2020-01-28,Florida,0,0
2020-01-28,Georgia,0,0
2020-01-28,Grand Princess,0,0
2020-01-28,Guam,0,0
2020-01-28,Hawaii,0,0
2020-01-28,Idaho,0,0
2020-01-28,Illinois,0,1
2020-01-28,Indiana,0,0
2020-01-28,Iowa,0,0
2020-01-28,Kansas,0,0
2020-01-28,Kentucky,0,0
2020-01-28,Louisiana,0,0
2020-01-28,Maine,0,0
2020-01-28,Maryland,0,0
2020-01-28,Massachusetts,0,0
2020-01-28,Michigan,0,0
2020-01-28,Minnesota,0,0
2020-01-28,Mississippi,0,0
2020-01-28,Missouri,0,0
2020-01-28,Montana,0,0
2020-01-28,Nebraska,0,0
2020-01-28,Nevada,0,0
2020-01-28,New Hampshire,0,0
2020-01-28,New Jersey,0,0
2020-01-28,New Mexico,0,0
2020-01-28,New York,0,0
2020-01-28,North Carolina,0,0
2020-01-28,North Dakota,0,0
2020-01-28,Northern Mariana Islands,0,0
2020-01-28,Ohio,0,0
2020-01-28,Oklahoma,0,0
2020-01-28,Oregon,0,0
2020-01-28,Pennsylvania,0,0
2020-01-28,Puerto Rico,0,0
2020-01-28,Rhode Island,0,0
2020-01-28,South Carolina,0,0
2020-01-28,South Dakota,0,0
2020-01-28,Tennessee,0,0
2020-01-28,Texas,0,0
2020-01-28,Utah,0,0
2020-01-28,Vermont,0,0
2020-01-28,Virgin Islands,0,0
2020-01-28,Virginia,0,0
2020-01-28,Washington,0,1
2020-01-28,West Virginia,0,0
2020-01-28,Wisconsin,0,0
2020-01-28,Wyoming,0,0
2020-01-29,Alabama,0,0
2020-01-29,Alaska,0,0
2020-01-29,American Samoa,0,0
2020-01-29,Arizona,0,1
2020-01-29,Arkansas,0,0
2020-01-29,California,0,2
2020-01-29,Colorado,0,0
2020-01-29,Connecticut,0,0
2020-01-29,Delaware,0,0
2020-01-29,Diamond Princess,0,0
2020-01-29,District of Columbia,0,0
2020-01-29,Florida,0,0
2020-01-29,Georgia,0,0
2020-01-29,Grand Princess,0,0
2020-01-29,Guam,0,0
2020-01-29,Hawaii,0,0
2020-01-29,Idaho,0,0
2020-01-29,Illinois,0,1
2020-01-29,Indiana,0,0
2020-01-29,Iowa,0,0
2020-01-29,Kansas,0,0
2020-01-29,Kentucky,0,0
2020-01-29,Louisiana,0,0
2020-01-29,Maine,0,0
2020-01-29,Maryland,0,0
2020-01-29,Massachusetts,0,1
2020-01-29,Michigan,0,0
2020-01-29,Minnesota,0,0
2020-01-29,Mississippi,0,0
2020-01-29,Missouri,0,0
2020-01-29,Montana,0,0
2020-01-29,Nebraska,0,0
2020-01-29,Nevada,0,0
2020-01-29,New Hampshire,0,0
2020-01-29,New Jersey,0,0
2020-01-29,New Mexico,0,0
2020-01-29,New York,0,0
2020-01-29,North Carolina,0,0
2020-01-29,North Dakota,0,0
2020-01-29,Northern Mariana Islands,0,0
2020-01-29,Ohio,0,0
2020-01-29,Oklahoma,0,0
2020-01-29,Oregon,0,0
2020-01-29,Pennsylvania,0,0
2020-01-29,Puerto Rico,0,0
2020-01-29,Rhode Island,0,0
2020-01-29,South Carolina,0,0
2020-01-29,South Dakota,0,0
2020-01-29,Tennessee,0,0
2020-01-29,Texas,0,0
2020-01-29,Utah,0,0
2020-01-29,Vermont,0,0
2020-01-29,Virgin Islands,0,0
2020-01-29,Virginia,0,0
2020-01-29,Washington,0,1
2020-01-29,West Virginia,0,0
2020-01-29,Wisconsin,0,0
2020-01-29,Wyoming,0,0
2020-01-30,Alabama,0,0
2020-01-30,Alaska,0,0
2020-01-30,American Samoa,0,0
2020-01-30,Arizona,0,1
2020-01-30,Arkansas,0,0
2020-01-30,California,0,2
2020-01-30,Colorado,0,0
2020-01-30,Connecticut,0,0
2020-01-30,Delaware,0,0
2020-01-30,Diamond Princess,0,0
2020-01-30,District of Columbia,0,0
2020-01-30,Florida,0,0
2020-01-30,Georgia,0,0
2020-01-30,Grand Princess,0,0
2020-01-30,Guam,0,0
2020-01-30,Hawaii,0,0
2020-01-30,Idaho,0,0
2020-01-30,Illinois,0,1
2020-01-30,Indiana,0,0
2020-01-30,Iowa,0,0
2020-01-30,Kansas,0,0
2020-01-30,Kentucky,0,0
2020-01-30,Louisiana,0,0
2020-01-30,Maine,0,0
2020-01-30,Maryland,0,0
2020-01-30,Massachusetts,0,1
2020-01-30,Michigan,0,0
2020-01-30,Minnesota,0,0
2020-01-30,Mississippi,0,0
2020-01-30,Missouri,0,0
2020-01-30,Montana,0,0
2020-01-30,Nebraska,0,0
2020-01-30,Nevada,0,0
2020-01-30,New Hampshire,0,0
2020-01-30,New Jersey,0,0
2020-01-30,New Mexico,0,0
2020-01-30,New York,0,0
2020-01-30,North Carolina,0,0
2020-01-30,North Dakota,0,0
2020-01-30,Northern Mariana Islands,0,0
2020-01-30,Ohio,0,0
2020-01-30,Oklahoma,0,0
2020-01-30,Oregon,0,0
2020-01-30,Pennsylvania,0,0
2020-01-30,Puerto Rico,0,0
2020-01-30,Rhode Island,0,0
2020-01-30,South Carolina,0,0
2020-01-30,South Dakota,0,0
2020-01-30,Tennessee,0,0
2020-01-30,Texas,0,0
2020-01-30,Utah,0,0
2020-01-30,Vermont,0,0
2020-01-30,Virgin Islands,0,0
2020-01-30,Virginia,0,0
2020-01-30,Washington,0,1
2020-01-30,West Virginia,0,0
2020-01-30,Wisconsin,0,0
2020-01-30,Wyoming,0,0
2020-01-31,Alabama,0,0
2020-01-31,Alaska,0,0
2020-01-31,American Samoa,0,0
2020-01-31,Arizona,0,1
2020-01-31,Arkansas,0,0
2020-01-31,California,0,3
2020-01-31,Colorado,0,0
2020-01-31,Connecticut,0,0
2020-01-31,Delaware,0,0
2020-01-31,Diamond Princess,0,0
2020-01-31,District of Columbia,0,0
2020-01-31,Florida,0,0
2020-01-31,Georgia,0,0
2020-01-31,Grand Princess,0,0
2020-01-31,Guam,0,0
2020-01-31,Hawaii,0,0
2020-01-31,Idaho,0,0
2020-01-31,Illinois,0,2
2020-01-31,Indiana,0,0
2020-01-31,Iowa,0,0
2020-01-31,Kansas,0,0
2020-01-31,Kentucky,0,0
2020-01-31,Louisiana,0,0
2020-01-31,Maine,0,0
2020-01-31,Maryland,0,0
2020-01-31,Massachusetts,0,1
2020-01-31,Michigan,0,0
2020-01-31,Minnesota,0,0
2020-01-31,Mississippi,0,0
2020-01-31,Missouri,0,0
2020-01-31,Montana,0,0
2020-01-31,Nebraska,0,0
2020-01-31,Nevada,0,0
2020-01-31,New Hampshire,0,0
2020-01-31,New Jersey,0,0
2020-01-31,New Mexico,0,0
2020-01-31,New York,0,0
2020-01-31,North Carolina,0,0
2020-01-31,North Dakota,0,0
2020-01-31,Northern Mariana Islands,0,0
2020-01-31,Ohio,0,0
2020-01-31,Oklahoma,0,0
2020-01-31,Oregon,0,0
2020-01-31,Pennsylvania,0,0
2020-01-31,Puerto Rico,0,0
2020-01-31,Rhode Island,0,0
2020-01-31,South Carolina,0,0
2020-01-31,South Dakota,0,0
2020-01-31,Tennessee,0,0
2020-01-31,Texas,0,0
2020-01-31,Utah,0,0
2020-01-31,Vermont,0,0
2020-01-31,Virgin Islands,0,0
2020-01-31,Virginia,0,0
2020-01-31,Washington,0,1
2020-01-31,West Virginia,0,0
2020-01-31,Wisconsin,0,0
2020-01-31,Wyoming,0,0
2020-02-01,Alabama,0,0
2020-02-01,Alaska,0,0
2020-02-01,American Samoa,0,0
2020-02-01,Arizona,0,1
2020-02-01,Arkansas,0,0
2020-02-01,California,0,3
2020-02-01,Colorado,0,0
2020-02-01,Connecticut,0,0
2020-02-01,Delaware,0,0
2020-02-01,Diamond Princess,0,0
2020-02-01,District of Columbia,0,0
2020-02-01,Florida,0,0
2020-02-01,Georgia,0,0
2020-02-01,Grand Princess,0,0
2020-02-01,Guam,0,0
2020-02-01,Hawaii,0,0
2020-02-01,Idaho,0,0
2020-02-01,Illinois,0,2
2020-02-01,Indiana,0,0
2020-02-01,Iowa,0,0
2020-02-01,Kansas,0,0
2020-02-01,Kentucky,0,0
2020-02-01,Louisiana,0,0
2020-02-01,Maine,0,0
2020-02-01,Maryland,0,0
2020-02-01,Massachusetts,0,1
2020-02-01,Michigan,0,0
2020-02-01,Minnesota,0,0
2020-02-01,Mississippi,0,0
2020-02-01,Missouri,0,0
2020-02-01,Montana,0,0
2020-02-01,Nebraska,0,0
2020-02-01,Nevada,0,0
2020-02-01,New Hampshire,0,0
2020-02-01,New Jersey,0,0
2020-02-01,New Mexico,0,0
2020-02-01,New York,0,0
2020-02-01,North Carolina,0,0
2020-02-01,North Dakota,0,0
2020-02-01,Northern Mariana Islands,0,0
2020-02-01,Ohio,0,0
2020-02-01,Oklahoma,0,0
2020-02-01,Oregon,0,0
2020-02-01,Pennsylvania,0,0
2020-02-01,Puerto Rico,0,0
2020-02-01,Rhode Island,0,0
2020-02-01,South Carolina,0,0
2020-02-01,South Dakota,0,0
2020-02-01,Tennessee,0,0
2020-02-01,Texas,0,0
2020-02-01,Utah,0,0
2020-02-01,Vermont,0,0
2020-02-01,Virgin Islands,0,0
2020-02-01,Virginia,0,0
2020-02-01,Washington,0,1
2020-02-01,West Virginia,0,0
2020-02-01,Wisconsin,0,0
2020-02-01,Wyoming,0,0
2020-02-02,Alabama,0,0
2020-02-02,Alaska,0,0
2020-02-02,American Samoa,0,0
2020-02-02,Arizona,0,1
2020-02-02,Arkansas,0,0
2020-02-02,California,0,3
2020-02-02,Colorado,0,0
2020-02-02,Connecticut,0,0
2020-02-02,Delaware,0,0
2020-02-02,Diamond Princess,0,0
2020-02-02,District of Columbia,0,0
2020-02-02,Florida,0,0
2020-02-02,Georgia,0,0
2020-02-02,Grand Princess,0,0
2020-02-02,Guam,0,0
2020-02-02,Hawaii,0,0
2020-02-02,Idaho,0,0
2020-02-02,Illinois,0,2
2020-02-02,Indiana,0,0
2020-02-02,Iowa,0,0
2020-02-02,Kansas,0,0
2020-02-02,Kentucky,0,0
2020-02-02,Louisiana,0,0
2020-02-02,Maine,0,0
2020-02-02,Maryland,0,0
2020-02-02,Massachusetts,0,1
2020-02-02,Michigan,0,0
2020-02-02,Minnesota,0,0
2020-02-02,Mississippi,0,0
2020-02-02,Missouri,0,0
2020-02-02,Montana,0,0
2020-02-02,Nebraska,0,0
2020-02-02,Nevada,0,0
2020-02-02,New Hampshire,0,0
2020-02-02,New Jersey,0,0
2020-02-02,New Mexico,0,0
2020-02-02,New York,0,0
2020-02-02,North Carolina,0,0
2020-02-02,North Dakota,0,0
2020-02-02,Northern Mariana Islands,0,0
2020-02-02,Ohio,0,0
2020-02-02,Oklahoma,0,0
2020-02-02,Oregon,0,0
2020-02-02,Pennsylvania,0,0
2020-02-02,Puerto Rico,0,0
2020-02-02,Rhode Island,0,0
2020-02-02,South Carolina,0,0
2020-02-02,South Dakota,0,0
2020-02-02,Tennessee,0,0
2020-02-02,Texas,0,0
2020-02-02,Utah,0,0
2020-02-02,Vermont,0,0
2020-02-02,Virgin Islands,0,0
2020-02-02,Virginia,0,0
2020-02-02,Washington,0,1
2020-02-02,West Virginia,0,0
2020-02-02,Wisconsin,0,0
2020-02-02,Wyoming,0,0
2020-02-03,Alabama,0,0
2020-02-03,Alaska,0,0
2020-02-03,American Samoa,0,0
2020-02-03,Arizona,0,1
2020-02-03,Arkansas,0,0
2020-02-03,California,0,6
2020-02-03,Colorado,0,0
2020-02-03,Connecticut,0,0
2020-02-03,Delaware,0,0
2020-02-03,Diamond Princess,0,0
2020-02-03,District of Columbia,0,0
2020-02-03,Florida,0,0
2020-02-03,Georgia,0,0
2020-02-03,Grand Princess,0,0
2020-02-03,Guam,0,0
2020-02-03,Hawaii,0,0
2020-02-03,Idaho,0,0
2020-02-03,Illinois,0,2
2020-02-03,Indiana,0,0
2020-02-03,Iowa,0,0
2020-02-03,Kansas,0,0
2020-02-03,Kentucky,0,0
2020-02-03,Louisiana,0,0
2020-02-03,Maine,0,0
2020-02-03,Maryland,0,0
2020-02-03,Massachusetts,0,1
2020-02-03,Michigan,0,0
2020-02-03,Minnesota,0,0
2020-02-03,Mississippi,0,0
2020-02-03,Missouri,0,0
2020-02-03,Montana,0,0
2020-02-03,Nebraska,0,0
2020-02-03,Nevada,0,0
2020-02-03,New Hampshire,0,0
2020-02-03,New Jersey,0,0
2020-02-03,New Mexico,0,0
2020-02-03,New York,0,0
2020-02-03,North Carolina,0,0
2020-02-03,North Dakota,0,0
2020-02-03,Northern Mariana Islands,0,0
2020-02-03,Ohio,0,0
2020-02-03,Oklahoma,0,0
2020-02-03,Oregon,0,0
2020-02-03,Pennsylvania,0,0
2020-02-03,Puerto Rico,0,0
2020-02-03,Rhode Island,0,0
2020-02-03,South Carolina,0,0
2020-02-03,South Dakota,0,0
2020-02-03,Tennessee,0,0
2020-02-03,Texas,0,0
2020-02-03,Utah,0,0
2020-02-03,Vermont,0,0
2020-02-03,Virgin Islands,0,0
2020-02-03,Virginia,0,0
2020-02-03,Washington,0,1
2020-02-03,West Virginia,0,0
2020-02-03,Wisconsin,0,0
2020-02-03,Wyoming,0,0
2020-02-04,Alabama,0,0
2020-02-04,Alaska,0,0
2020-02-04,American Samoa,0,0
2020-02-04,Arizona,0,1
2020-02-04,Arkansas,0,0
2020-02-04,California,0,6
2020-02-04,Colorado,0,0
2020-02-04,Connecticut,0,0
2020-02-04,Delaware,0,0
2020-02-04,Diamond Princess,0,0
2020-02-04,District of Columbia,0,0
2020-02-04,Florida,0,0
2020-02-04,Georgia,0,0
2020-02-04,Grand Princess,0,0
2020-02-04,Guam,0,0
2020-02-04,Hawaii,0,0
2020-02-04,Idaho,0,0
2020-02-04,Illinois,0,2
2020-02-04,Indiana,0,0
2020-02-04,Iowa,0,0
2020-02-04,Kansas,0,0
2020-02-04,Kentucky,0,0
2020-02-04,Louisiana,0,0
2020-02-04,Maine,0,0
2020-02-04,Maryland,0,0
2020-02-04,Massachusetts,0,1
2020-02-04,Michigan,0,0
2020-02-04,Minnesota,0,0
2020-02-04,Mississippi,0,0
2020-02-04,Missouri,0,0
2020-02-04,Montana,0,0
2020-02-04,Nebraska,0,0
2020-02-04,Nevada,0,0
2020-02-04,New Hampshire,0,0
2020-02-04,New Jersey,0,0
2020-02-04,New Mexico,0,0
2020-02-04,New York,0,0
2020-02-04,North Carolina,0,0
2020-02-04,North Dakota,0,0
2020-02-04,Northern Mariana Islands,0,0
2020-02-04,Ohio,0,0
2020-02-04,Oklahoma,0,0
2020-02-04,Oregon,0,0
2020-02-04,Pennsylvania,0,0
2020-02-04,Puerto Rico,0,0
2020-02-04,Rhode Island,0,0
2020-02-04,South Carolina,0,0
2020-02-04,South Dakota,0,0
2020-02-04,Tennessee,0,0
2020-02-04,Texas,0,0
2020-02-04,Utah,0,0
2020-02-04,Vermont,0,0
2020-02-04,Virgin Islands,0,0
2020-02-04,Virginia,0,0
2020-02-04,Washington,0,1
2020-02-04,West Virginia,0,0
2020-02-04,Wisconsin,0,0
2020-02-04,Wyoming,0,0
2020-02-05,Alabama,0,0
2020-02-05,Alaska,0,0
2020-02-05,American Samoa,0,0
2020-02-05,Arizona,0,1
2020-02-05,Arkansas,0,0
2020-02-05,California,0,6
2020-02-05,Colorado,0,0
2020-02-05,Connecticut,0,0
2020-02-05,Delaware,0,0
2020-02-05,Diamond Princess,0,0
2020-02-05,District of Columbia,0,0
2020-02-05,Florida,0,0
2020-02-05,Georgia,0,0
2020-02-05,Grand Princess,0,0
2020-02-05,Guam,0,0
2020-02-05,Hawaii,0,0
2020-02-05,Idaho,0,0
2020-02-05,Illinois,0,2
2020-02-05,Indiana,0,0
2020-02-05,Iowa,0,0
2020-02-05,Kansas,0,0
2020-02-05,Kentucky,0,0
2020-02-05,Louisiana,0,0
2020-02-05,Maine,0,0
2020-02-05,Maryland,0,0
2020-02-05,Massachusetts,0,1
2020-02-05,Michigan,0,0
